# type;class;cmd;comment;msg type: 1=BROAD, 2=MM, 3=MS;ZZ;PBSB;NN;D1D2D3;elements;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment
# CI-Parameter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;pre_off_time;Vorabschaltzeit;MS;15;B509;3;0D2D00;1;-;sd;1;bcd;1.000;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;freeze_wait;Frostschutz-Verzögerung;MS;15;B509;3;0D2E00;1;-;sd;1;bcd;1.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;temp_error;Temperaturfehlererkennung;MS;15;B509;3;0D3300;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;boiler;Pufferspeicher vorhanden;MS;15;B509;3;0D5C00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_transfer;Mitternacht Übertragswert Energieertrag;MS;15;B509;3;0D8600;1;-;sd;4,3,2,1;ulg;1.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;mode;aktueller Betriebsstatus;MS;15;B509;3;0D9700;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# CI-Parameter – HK Namen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;hk16_name;Name vom HK16;MS;15;B509;3;0D4178;1;-;sd;-;str;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# CI-Parameter - Energie Ertrag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jan_act;Energie Januar;MS;15;B509;3;0D8400;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jan_last;Energie Januar Vorjahr;MS;15;B509;3;0D8500;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_feb_act;Energie Februar;MS;15;B509;3;0D8408;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_feb_last;Energie Februar Vorjahr;MS;15;B509;3;0D8508;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_mar_act;Energie März;MS;15;B509;3;0D8410;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_mar_last;Energie März Vorjahr;MS;15;B509;3;0D8510;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_apr_act;Energie April;MS;15;B509;3;0D8418;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_apr_last;Energie April Vorjahr;MS;15;B509;3;0D8518;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_may_act;Energie Mai;MS;15;B509;3;0D8420;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_may_last;Energie Mai Vorjahr;MS;15;B509;3;0D8520;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jun_act;Energie Juni;MS;15;B509;3;0D8428;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jun_last;Energie Juni Vorjahr;MS;15;B509;3;0D8528;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jul_act;Energie Juli;MS;15;B509;3;0D8430;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_jul_last;Energie Juli Vorjahr;MS;15;B509;3;0D8530;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_aug_act;Energie August;MS;15;B509;3;0D8438;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_aug_last;Energie August Vorjahr;MS;15;B509;3;0D8538;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_sep_act;Energie September;MS;15;B509;3;0D8440;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_sep_last;Energie September Vorjahr;MS;15;B509;3;0D8540;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_oct_act;Energie Oktober;MS;15;B509;3;0D8448;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_oct_last;Energie Oktober Vorjahr;MS;15;B509;3;0D8548;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_nov_act;Energie November;MS;15;B509;3;0D8450;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_nov_last;Energie November Vorjahr;MS;15;B509;3;0D8550;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_dec_act;Energie Dezember;MS;15;B509;3;0D8458;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;ci;yield_dec_last;Energie Dezember Vorjahr;MS;15;B509;3;0D8558;1;-;sd;1,2;d2b;256.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# AMU Waermepumpe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;date;Datum;MS;08;B509;3;0D2900;1;-;sd;1,2,3;hda;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;weekday;Wochentag;MS;08;B509;3;0D2A00;1;-;sd;1;bcd;1.000;Mo=0;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;time;Zeit;MS;08;B509;3;0D2800;1;-;sd;3,2,1;hti;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;wp_stat;Waermepumpenstatus;MS;08;B509;3;0DD000;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_lock_time;Kompressorsperrzeit;MS;08;B509;3;0DC501;1;-;sd;?;hex;-;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;boiler_avail;Zusatzheizung vorhanden;MS;08;B509;3;0D9200;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_bivalent;Zusatzheizung - Bivalenzpunkt;MS;08;B509;3;0D6500;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_hysterese;Zusatzheizung – Hysterese;MS;08;B509;3;0D7E00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_hys_delay;Zusatzheizung – Verzögerung Hysterese ;MS;08;B509;3;0DE001;1;-;sd;1;d1b;1.000;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_EI;Zusatzheizung – EnergieIntegral;MS;08;B509;3;0D7F00;1;-;sd;1,2;d2b;256.000;°min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_heating;Zusatzheizung – Heizung;MS;08;B509;3;0D6300;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;zh_water;Zusatzheizung – WarmWasser;MS;08;B509;3;0D6400;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_hysteres;Kompressor – Hysterese;MS;08;B509;3;0D7D00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_energy_int;Kompressor  - EnergieIntegral;MS;08;B509;3;0D7C00;1;-;sd;1,2;d2b;256.000;°min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_start_hour;Kompressor – Starts pro Stunde;MS;08;B509;3;0D7400;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_max_in;Kompressor  - max. Rücklauftemperatur;MS;08;B509;3;0D7300;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;brine_spreiz;Quelle – zul. Spreizung;MS;08;B509;3;0D6E00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;brine_frost;Quelle – Einfrierschutz;MS;08;B509;3;0D7A01;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;brine_pump_pre_time;Quelle – Vorlaufzeit Quellenpumpe;MS;08;B509;3;0D7600;1;-;sd;1;d1c;1.000;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;offset_pump_min;Ausschaltzeit interne Heizkreispumpe (Minuten);MS;08;B509;3;0D9901;1;-;sd;1;bcd;1.000;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;preset_pump_sek;Interne Heizkreispumpe Vorlaufzeit (Sekunden);MS;08;B509;3;0DC801;1;-;sd;1;d1b;1.000;ss;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_h_heating;Kompressorlaufzeit Heizung;MS;08;B509;3;0D9B00;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_h_water;Kompressorlaufzeit WW;MS;08;B509;3;0D9C00;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_h_sum;Kompressorlaufzeit gesamt;MS;08;B509;3;0D9A00;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;comp_starts;Kompressorstarts;MS;08;B509;3;0DA900;1;-;sd;1,2;d2b;256.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;boiler_h_sum;Zusatzheizung gesamt;MS;08;B509;3;0DA100;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;boiler_h_heating;Zusatzheizung Heizen;MS;08;B509;3;0DA200;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;boiler_h_water;Zusatzheizung WW;MS;08;B509;3;0DA300;1;-;sd;1,2;d2b;256.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;boiler_starts;Zusatzheizung Starts;MS;08;B509;3;0DB100;1;-;sd;1,2;d2b;256.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#        ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;cooling_preset;Kühlungsvorlaufsollwert;MS;08;B509;3;0D7401;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;brine_pump_cooling_h;Solepumpenlaufzeit Kühlbetrieb;MS;08;B509;3;0D7D01;1;-;sd;1;d1b;1.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;service_time;Servicezeit;MS;08;B509;3;0D6600;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;venting;Entlüftung;MS;08;B509;3;0D1300;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;code_1;Code 1;MS;08;B509;3;0D9700;1;-;sd;?;hex;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;code_2;Code 2;MS;08;B509;3;0D9800;1;-;sd;?;hex;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;save_codes;Codes übernehmen;MS;08;B509;3;0D2400;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;high_eff_pump_stat;Hocheffizenzpumpenstatus;MS;08;B509;3;0DB801;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;high_eff_pump_perc;Hocheffizienzpumpengeschw. %;MS;08;B509;3;0DAC01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;high_eff_pump_perc_heating;Pumpensollwert in% beim Heizen;MS;08;B509;3;0DAE01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;sd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;amu;bivalentmode;Bivalenzmodus;MS;08;B509;3;0DE301;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# Messwerte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;yield_sum;Energieertrag;MS;08;B509;3;0DBC00;1;-;sd;4,3,2,1;ulg;1.000;kWh;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;brine_in;Quellentemperatur;MS;08;B509;3;0D0F00;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;brine_out;Austrittstemperatur;MS;08;B509;3;0D0800;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;brine_press;Druck Wärmequelle;MS;08;B509;3;0D1600;2;press;sd;1,2;d2b;0.256;bar;-;Druck;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;brine_press_stat;Status Quellenpumpe I/O;MS;08;B509;3;0D1900;1;-;sd;1;bcd;1.000;-;-;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;brine_press_switch;Soledruckschalter;MS;08;B509;3;0D2600;1;-;sd;1;bcd;1.000;-;-;;;;;;;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;high_press;Hochdruck Kältekreis;MS;08;B509;3;0D1400;2;press;sd;1,2;d2b;0.256;bar;-;Druck;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;low_press;Niederdruck Kältekreis;MS;08;B509;3;0D1500;2;press;sd;1,2;d2b;0.256;bar;-;Druck;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;overheat_temp;Überhitzung;MS;08;B509;3;0D8D00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;undercool_temp;Unterkühlung;MS;08;B509;3;0D8E00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;EI_current;Energieintegral;MS;08;B509;3;0D8000;1;-;sd;1,2;d2b;256.000;min;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;comp_in_temp;Kompressortemperatur Eintritt;MS;08;B509;3;0D0200;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;comp_out_temp;Kompressortemperatur Austritt;MS;08;B509;3;0D0400;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;tev_in_temp;TEV-Eintritt;MS;08;B509;3;0D0D00;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;prestostate;Prestostate;MS;08;B509;3;0D2500;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;comp_io;Status kompresseor I/O;MS;08;B509;3;0D1D00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;boiler_io;Status Zusatzheizung I/O;MS;08;B509;3;0D5F00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;T6_temp;Vorlauftemperatur T6 (intern);MS;08;B509;3;0D0900;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;T5_temp;Rücklauftemperatur T5 (intern);MS;08;B509;3;0D0A00;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;heat_press;Heizanlagendruck;MS;08;B509;3;0D1200;2;press;sd;1,2;d2b;0.256;bar;-;Druck;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;heat_pump_io;Status Heizkreispumpe I/O;MS;08;B509;3;0D1700;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;VF1_temp;Vorlauftemperatur VF1;MS;08;B509;3;0D0100;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;RF1_temp;Rücklauftemperatur RF1;MS;08;B509;3;0D0700;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;VF2_temp;Vorlauftemperatur VF2;MS;08;B509;3;0D0300;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;mixer_stat;Mischerstatus;MS;08;B509;3;0D0E00;1;-;sd;1;bcd;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;pump_stat;Pumpenstatus;MS;08;B509;3;0D1800;1;-;sd;1;bcd;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#       ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;boiler_temp;Speichertemperatur;MS;08;B509;3;0D0000;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
get;mv;circ_pump_io;Status Zirkulationspumpe I/O;MS;08;B509;3;0D0C00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;valve;Umschaltventil Heizen/WW;MS;08;B509;3;0D1000;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;circ_once;Status 1x ZP-Eingang;MS;08;B509;3;0D0B00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#     ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;power_interrupt;Stromunterbrechung ;MS;08;B509;3;0D1100;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;phase_stat;Phasen Status;MS;08;B509;3;0D8800;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;phase_rot_stat;Drehfeldstatus;MS;08;B509;3;0D5700;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;curr_limiter;Anlaufstrombegrenzer;MS;08;B509;3;0D3F00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#      ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;mv;at_temp;Aussentempertur;MS;08;B509;3;0D0600;2;temp;sd;1,2;d2c;1.000;°C;-;Temperatur;stat;sd;3;bcd;1.000;-;-;Status;;;;;;;;;;;;;;;;
# Kalibrierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;outdoor;Kalibrierung – Aussentemperatur;MS;08;B509;3;0DC300;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;brine_in;Kalibrierung - Quelle Eintritt;MS;08;B509;3;0DCD00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;brine_out;Kalibrierung - Quelle Austritt;MS;08;B509;3;0DC900;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;boiler;Kalibrierung – WW-Speicher;MS;08;B509;3;0DC400;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;heat_flow;Kalibrierung – Vorlauf;MS;08;B509;3;0DCA00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;heat_return;Kalibrierung – Rücklauf;MS;08;B509;3;0DCB00;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;VF2;Kalibrierung - Vorlauf VF2;MS;08;B509;3;0DC500;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;comp_in;Kalibrierung - Kompressor Eintritt;MS;08;B509;3;0DC600;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;comp_out;Kalibrierung - Kompressor Austritt;MS;08;B509;3;0DC700;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;buffer_in;Kalibrierung – Puffer RL;MS;08;B509;3;0D3400;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cal;buffer_out;Kalibrierung – Puffer VL;MS;08;B509;3;0D3301;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#WW-Kreis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;mode;WW – Betriebsmodus;MS;25;B509;3;0D3B00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;temp;WW – Solltemperatur;MS;25;B509;3;0D8200;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;min_temp;WW – Min. Temperatur;MS;25;B509;3;0D8300;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;legionella_protect;WW – Legionellenschutz;MS;25;B509;3;0D4000;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;legionella_wday;WW – Legionellenschutz Wochentag;MS;25;B509;3;0D7C01;1;-;sd;1;bcd;1.000;Mo=0;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;legionelle_starttime;WW – Legionellenschutz Startzeit;MS;25;B509;3;0D6700;1;-;sd;1,2;d2b;1.000;hh24;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;tank_layered;WW – Pumpe layered tank (Schichtenspeicher) ;MS;25;B509;3;0DC101;1;-;sd;1;d1b;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;tank_coyled;WW – Pumpe coiled tank (Spirale) ;MS;25;B509;3;0DC201;1;-;sd;1;d1b;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;hw;tank_mode;WW – Speicher = coiled;MS;25;B509;3;0DCD01;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# Heizkreis 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;mode;Heizkreis - Betriebsart;MS;50;B509;3;0D2B00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
